1653299,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653299,3137,11 SEP 2020 12:24PM by PIB Delhi,hi,"केन्‍द्रीय स्‍वास्‍थ्‍य मंत्रालय ने राज्‍यों/ केन्‍द्र शासित प्रदेशों से यह सुनिश्चित करने का अनुरोध किया कि राज्‍यों के बीच मेडिकल ऑक्‍सीजन की आवाजाही पर किसी भी प्रकार का प्रतिबंध न लगाया जाए
मंत्रालय ने राज्‍यों/केन्‍द्र शासित प्रदेशों को अस्‍पताल में भर्ती प्रत्‍येक कोविड रोगी को ऑक्‍सीजन की उपलब्‍धता सुनिश्चित कराने के लिए जिम्‍मेदार बनाया है"
1653300,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653300,4571,10 SEP 2020 6:36PM by PIB Delhi,ur,"اعداد وشمار کی مایہ ناز شخصیت  پروفیسرسی آر راؤ کو ان کی 100ویں سالگرہ پر اعزاز
’’پروفیسر سی آر راؤ نے جس وسیع پیمانے پر کام کا بیڑہ اٹھایا، اسے دیکھ کر حیرت ہوتی ہے‘‘ – پرنسپل سائنسی مشیر پروفیسر کے وجے راگھون’’پدم وبھوشن پروفیسر سی آر راؤ 70، سال قبل اعداد کی سائنس پر کام  کررہے تھے اور اپنے دور سے کہیں زیادہ آگے تھے۔ وہ نہ صرف ایک سائنس داں ہیں ،بلکہ ادارے کے معمار بھی ہیں۔ ملک اور دنیا ،اعداد وشما رکے شعبے میں، ان کی شانداراور نمایاں خدمات کے زیر اثر رہے گی‘‘: ڈی ایس ٹی کے سکریٹری  پروفیسر اشوتوش شرما"
1653301,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653301,1824,11 SEP 2020 2:09PM by PIB Imphal,NA,"আর.তি.ঐচ.গী সেক্ত্রেতরিনা আই.এন.ভি.আই.তি.গী ইনভেস্তর উনবদা হায়খ্রে মদুদি য়াম্না চেকশিন্না খনবনা য়িল্দ এত্রেক্তিব রিত্রনদা থাজবা থম্লি
এম.ও.আর.তি.ঐচ.না কিলোমিতর ৫০,০০০ শাংবা মপুং ওইনা ৪দগীনা ৬ ওইবা হাইৱে শেমগদৌরি"
1653302,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653302,5451,11 SEP 2020 3:23PM by PIB Delhi,en,"Around 59 lakh ha more sowing area coverage reported under kharif crops in comparison to last year
Sowing area coverage of oilseeds increased by more than 10%"
1653303,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653303,24815,11 SEP 2020 3:30PM by PIB Delhi,en,English rendering of PM’s address at Conclave on “School Education in 21st Century” under NEP 2020
1653304,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653304,4393,11 SEP 2020 2:09PM by PIB Imphal,NA,"সংসদকী নোংজু মীফম মমাংদা, রাজ্য সভাগী চিয়রমেন্ শ্রী বেনকাইয়া নাইদুনা কোবিদ-১৯ তেস্ত তৌখ্রে
মীফম হৌগদবা পুং ৭২গী মমাংদা এম.পি খুদিংমক মখোয়গী কোবিদ তেস্ত তৌগদবনি হাওসকী থবক থৌরমশিং শরুক য়ানবা তঙাইফদনা মেম্বর খুদিংমক কোবিদ নেগেতিপ ওইগদবনি সংসদকী ওফিসিএলশিং অমসুং স্তাফশিংসু তঙাইফদনা তেস্ত তৌগদবনি তোঙান-তোঙানবা সংসদকী চে-চাংশিং মেম্বরশিংদা ইলেকত্রোনিক ওইনা থাগনিদি.আর.দি.ওনা এম.পি খুদিংদা মল্তি-য়ুতিলিতি কিৎশিং পীগনিসরকারনা অয়াবা পীরবা হোস্পিতাল অমদা নৎত্রগা পর্লিয়ামেন্ত হাওস কমপ্লেক্সতা মীফম হৌগদবা পুং ৭২গী মমাংদা এম.পি খুদিংমক মখোয়গী কোবিদ তেস্ত তৌগদবনি হায়না মেম্বরশিংদা খঙহনখ্রে।*****সরকারনা অয়াবা পীরবা হোস্পিতাল অমদা নৎত্রগা পর্লিয়ামেন্ত হাওস কমপ্লেক্সতা মীফম হৌগদবা পুং ৭২গী মমাংদা এম.পি খুদিংমক মখোয়গী কোবিদ তেস্ত তৌগদবনি হায়না মেম্বরশিংদা খঙহনখ্রে।*****"
1653305,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653305,2696,11 SEP 2020 12:54PM by PIB Delhi,hi,जी-20 देशों के श्रम एवं रोजगार मंत्रियों की बैठक में श्री गंगवार ने कहा: कोविड-19 के आलोक में उत्पन्न समस्याओं का हल ढूंढने के लिए साथ मिलकर काम करने की जरूरत
1653306,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653306,2292,11 SEP 2020 1:21PM by PIB Hyderabad,en,ఎయిరో ఇండియా 21 వెబ్సైట్ను ప్రారంభించిన భారత రక్షణ మంత్రి; ఆసియాలోనే అతిపెద్ద ఎయిరోషోకు  మొదలైన  స్పేస్ బుకింగుకర్ణాటకలోని ఎలహంకలోని వాయుసేన స్టేషన్లో  13వ ఎడిషన్ ఏయిరో ఇండియా-21ను 3 ఫిబ్రవరి 2021 నుండి 7 ఫిబ్రవరి 2021 వరకు నిర్వహించనున్నారు. ఇందుకు సంబంధించిన వెబ్సైటు https://aeroindia.gov.in కేంద్ర రక్షణ మంత్రి శ్రీ రాజ్ నాథ్ సింగ్  ఈ రోజు న్యూఢిల్లీలో ప్రారంభించారు. ఈ షోకు సంబంధించిన స్పేస్ బుకింగును ఈ వెబ్సైటును సందర్శించవచ్చు.సందర్శకులుగానీ ప్రదర్శకులుగానీ ఈ షోకు సంబంధించి ఎటువంటి సమాచారమైనా లాదా రక్ష మంత్రిత్వ శాఖవారి ఇటీవలి విధి విధానాలు మరియు దేశీయ ఏయిర్ క్రాఫ్టులకు మరియు హెలికాఫ్టర్లకు సంబంధించిన పూర్తి వివరాలు ఈ వెబ్సైటు ద్వారా మాత్రమే తెలుసుకోవచ్చు. ఈ కార్యక్రమం విజయవంతం కావాలని రక్షణ మంత్రి ఆశించారు.అవకాశం కోసం ఆన్లైన్ ద్వారా ముందుగా  రుసుములు చెల్లించి నమోదు చేసుకున్న ప్రదర్శకులకు మాత్రమే అవకాశం కల్పించబడుతుంది. 31 అక్టోబర్ 2020 రోజుకు గానీ ముందుగా గానీ నమోదు చేసుకునే ప్రదర్శకులకు రాయితీ కల్పించబడుతుంది.వ్యాపారస్తులు మరియు సందర్శకులు కొరకు అన్ని పనిదినాల్లో వెబ్సైట్ ద్వారా ఈ షో టికెట్లను పొందవచ్చు.  ఈ కార్యక్రమాన్ని ప్రచురించడానికి మరియు ప్రసారం చేయడానికి ప్రసారమాధ్యమాలకు చెందినవారు కూడా ఈ వెబ్సైట్ ద్వారా తమ పేర్లను నమోదు చేసుకొనవచ్చు.  ఇందకు సంబంధించిన సమాచారం లేదా సందేహాలను ఈ వెబ్సైట్లో నిర్దేశించిన ప్రశ్నల విభాగంలో తమ సందేహాలను మరియు సూచనలను పంపవచ్చు. ఈ కార్యక్రమ నిర్వహణలో  ఆరోగ్యానికి సంబంధించి నియమ నింబంధనలకు సంబంధించిన తగిన జాగ్రత్తలు తీసుకోబడతాయి.కొవిడ్-19కు సంబంధించిన మార్గదర్శకాలను పాటిస్తూ తగిన జాగ్రత్తలను తీసుకుంటూనే ఈ షోలో పాల్గొనే అభ్యర్థులకు ఆత్మవిశ్వాసం పెంచే విధంగా చర్యలను చేపట్టనున్నారు.ఇటీవల రష్యాను సందర్శించిన భారత రక్షణ మంత్రి  శ్రీ రాజ్ నాథ్ సింగ్ రష్యాతో జరిగిన ద్వైపాక్షిక చర్చల్లో ఈ ఎయిరో షో-21 పాల్గొనవలసిందిగిగా రష్యా రక్షణ మంత్రిని ఆహ్వానించారు. వారితోపాటు రష్యాకు చెందిన పారిశ్రామిక వర్గాలవారిని మరియు సెంట్రల్ ఏషియన్ రిపబ్లిక్ దేశాలను కూడా ఇందులో పాల్గొనవలసిందిగా ఆహ్వానించారు.ఈ కార్యక్రమంలో కేంద్ర రక్షణ శాఖ కార్యదర్శి(రక్షణ ఉత్పత్తులు) శ్రీ రాజ్ కుమార్ మరియు ఇతర అధికారులు పాల్గొన్నారు.కర్ణాటకలోని ఎలహంకలోని వాయుసేన స్టేషన్లో  13వ ఎడిషన్ ఏయిరో ఇండియా-21ను 3 ఫిబ్రవరి 2021 నుండి 7 ఫిబ్రవరి 2021 వరకు నిర్వహించనున్నారు. ఇందుకు సంబంధించిన వెబ్సైటు https://aeroindia.gov.in కేంద్ర రక్షణ మంత్రి శ్రీ రాజ్ నాథ్ సింగ్  ఈ రోజు న్యూఢిల్లీలో ప్రారంభించారు. ఈ షోకు సంబంధించిన స్పేస్ బుకింగును ఈ వెబ్సైటును సందర్శించవచ్చు.సందర్శకులుగానీ ప్రదర్శకులుగానీ ఈ షోకు సంబంధించి ఎటువంటి సమాచారమైనా లాదా రక్ష మంత్రిత్వ శాఖవారి ఇటీవలి విధి విధానాలు మరియు దేశీయ ఏయిర్ క్రాఫ్టులకు మరియు హెలికాఫ్టర్లకు సంబంధించిన పూర్తి వివరాలు ఈ వెబ్సైటు ద్వారా మాత్రమే తెలుసుకోవచ్చు. ఈ కార్యక్రమం విజయవంతం కావాలని రక్షణ మంత్రి ఆశించారు.అవకాశం కోసం ఆన్లైన్ ద్వారా ముందుగా  రుసుములు చెల్లించి నమోదు చేసుకున్న ప్రదర్శకులకు మాత్రమే అవకాశం కల్పించబడుతుంది. 31 అక్టోబర్ 2020 రోజుకు గానీ ముందుగా గానీ నమోదు చేసుకునే ప్రదర్శకులకు రాయితీ కల్పించబడుతుంది.వ్యాపారస్తులు మరియు సందర్శకులు కొరకు అన్ని పనిదినాల్లో వెబ్సైట్ ద్వారా ఈ షో టికెట్లను పొందవచ్చు.  ఈ కార్యక్రమాన్ని ప్రచురించడానికి మరియు ప్రసారం చేయడానికి ప్రసారమాధ్యమాలకు చెందినవారు కూడా ఈ వెబ్సైట్ ద్వారా తమ పేర్లను నమోదు చేసుకొనవచ్చు.  ఇందకు సంబంధించిన సమాచారం లేదా సందేహాలను ఈ వెబ్సైట్లో నిర్దేశించిన ప్రశ్నల విభాగంలో తమ సందేహాలను మరియు సూచనలను పంపవచ్చు. ఈ కార్యక్రమ నిర్వహణలో  ఆరోగ్యానికి సంబంధించి నియమ నింబంధనలకు సంబంధించిన తగిన జాగ్రత్తలు తీసుకోబడతాయి.కొవిడ్-19కు సంబంధించిన మార్గదర్శకాలను పాటిస్తూ తగిన జాగ్రత్తలను తీసుకుంటూనే ఈ షోలో పాల్గొనే అభ్యర్థులకు ఆత్మవిశ్వాసం పెంచే విధంగా చర్యలను చేపట్టనున్నారు.ఇటీవల రష్యాను సందర్శించిన భారత రక్షణ మంత్రి  శ్రీ రాజ్ నాథ్ సింగ్ రష్యాతో జరిగిన ద్వైపాక్షిక చర్చల్లో ఈ ఎయిరో షో-21 పాల్గొనవలసిందిగిగా రష్యా రక్షణ మంత్రిని ఆహ్వానించారు. వారితోపాటు రష్యాకు చెందిన పారిశ్రామిక వర్గాలవారిని మరియు సెంట్రల్ ఏషియన్ రిపబ్లిక్ దేశాలను కూడా ఇందులో పాల్గొనవలసిందిగా ఆహ్వానించారు.ఈ కార్యక్రమంలో కేంద్ర రక్షణ శాఖ కార్యదర్శి(రక్షణ ఉత్పత్తులు) శ్రీ రాజ్ కుమార్ మరియు ఇతర అధికారులు పాల్గొన్నారు.
1653307,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653307,1891,11 SEP 2020 12:24PM by PIB Thiruvananthpuram,ml,"ചികിത്സാ ആവശ്യങ്ങൾക്കുള്ള അന്തർസംസ്ഥാന ഓക്സിജൻ വിതരണത്തിൽ, നിയന്ത്രണങ്ങളൊന്നും ഏർപ്പെടുത്തിയിട്ടില്ല എന്ന് ഉറപ്പാക്കണമെന്ന് ആരോഗ്യമന്ത്രാലയം ആവശ്യപ്പെട്ടു"
1653308,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653308,3124,11 SEP 2020 3:52PM by PIB Mumbai,mr,कोविड-19 मुळे निर्माण होणाऱ्या सामान्य समस्यांवर तोडगा काढण्यासाठी सर्वांनी एकत्रित काम करणे गरजेचे- जी-20 राष्ट्रांच्या श्रम आणि रोजगार मंत्रालयांच्या बैठकीत संतोष गंगवार यांचे प्रतिपादन
1653309,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653309,2706,11 SEP 2020 2:09PM by PIB Mumbai,mr,"संसदेच्या आगामी पावसाळी अधिवेशनापूर्वी राज्यसभा अध्यक्ष, वेंकैया नायडू यांची कोविड – 19 चाचणी करण्यात आली
अधिवेशन सुरू होण्याच्या 72 तासांपूर्वी सर्व खासदारांची कोविड चाचणी केली जाणारडीआरडीओ सर्व खासदारांना मल्टी-युटिलिटी किट्स पुरवणार"
1653310,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653310,1598,11 SEP 2020 4:02PM by PIB Thiruvananthpuram,ml,ഇഗ്‌നോ ടേം  എന്‍ഡ് പരീക്ഷകള്‍
1653311,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653311,22698,11 SEP 2020 3:30PM by PIB Delhi,hi,राष्ट्रीय शिक्षा नीति-2020 के तहत “21वीं सदी में स्कूली शिक्षा” कॉन्क्लेव में प्रधानमंत्री के सम्बोधन का मूल पाठ
1653312,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653312,15504,11 SEP 2020 4:03PM by PIB Delhi,en,PM addresses ‘School Education in 21st Century’ Conclave under New Education Policy- 2020
1653313,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653313,9170,11 SEP 2020 1:50PM by PIB Kolkata,NA,২০২০-র জাতীয় শিক্ষানীতির জন্য 'একবিংশ শতাব্দীতে বিদ্যালয় শিক্ষা' শীর্ষক আলোচনাসভায় প্রধানমন্ত্রীর ভাষণ
1653314,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653314,2507,08 SEP 2020 7:33PM by PIB Kolkata,NA,পরিকাঠামো বিনিয়োগ ট্রাস্টের মাধ্যমে পাওয়ারগ্রিড কর্পোরেশন অফ ইন্ডিয়া লিমিটেডের সহযোগী সংস্থাগুলির সম্পদ নগদীকরণে মন্ত্রিসভার অনুমোদন
1653315,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1653315,8825,11 SEP 2020 1:50PM by PIB Delhi,ur,این ای پی ۔2020کے تحت ‘‘21ویں صدی میں اسکولی تعلیم ’’ کے موضوع پرکنکلیوسے وزیراعظم نریندرمودی کاخطاب
