1626374,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1626374,1588,22 MAY 2020 5:45PM by PIB Hyderabad,te,"రూ.1710 కోట్ల టర్నోవర్ సాధించిన సెంట్రల్ వేర్‌హౌస్ కార్పొరేషన్ (సీడ‌బ్ల్యూసీ)
- రూ.35.77 కోట్ల‌ మధ్యంతర డివిడెండ్‌ను కేంద్ర మంత్రి శ్రీ రామ్ విలాస్ పాశ్వాన్‌కు అందజేత‌"
